location,total_sqft,bath,price,bedroom
Bisuvanahalli,1075.0,2.0,36.0,3
Whitefield,1216.0,2.0,79.0,2
Sarjapur  Road,1428.0,2.0,65.99999999999997,3
Begur Road,1160.0,2.0,40.59,2
other,1475.0,3.0,70.00000000000003,3
Harlur,1754.0,3.0,135.00000000000003,3
Rayasandra,1639.0,3.0,83.00000000000003,3
Hennur Road,1804.0,3.0,101.99999999999996,3
Whitefield,1200.0,3.0,56.200000000000024,3
other,1135.0,2.0,55.000000000000014,2
Begur Road,1260.0,2.0,46.62,2
Hennur Road,2160.0,3.0,159.99999999999994,3
Rachenahalli,1220.0,2.0,59.50000000000001,2
Margondanahalli,1200.0,2.0,66.99999999999997,2
Yelahanka,1300.0,2.0,64.99999999999999,2
Cox Town,605.0,1.0,29.000000000000004,1
Bhoganhalli,1444.0,2.0,75.97000000000001,2
Amruthahalli,924.0,2.0,44.99999999999999,2
Kaikondrahalli,1000.0,2.0,30.000000000000004,2
Bisuvanahalli,845.0,2.0,29.000000000000004,2
Kanakpura Road,700.0,2.0,34.99999999999999,2
Kothanur,1187.0,2.0,57.999999999999986,2
Kaggadasapura,1625.0,3.0,55.000000000000014,3
Devarachikkanahalli,1200.0,2.0,83.00000000000003,2
other,1452.55,2.0,110.00000000000004,2
other,2357.0,3.0,151.0,3
Kaval Byrasandra,1200.0,2.0,49.500000000000014,2
Budigere,1139.0,2.0,56.849999999999994,2
Kanakpura Road,1660.0,3.0,74.99999999999997,3
other,1170.0,2.0,104.99999999999997,2
Somasundara Palya,1448.0,2.0,68.00000000000001,2
Kadugodi,1762.0,3.0,110.00000000000004,3
Kaggadasapura,1105.0,2.0,38.650000000000006,2
Yelahanka,1825.0,3.0,104.99999999999997,3
Thanisandra,1185.0,2.0,43.0,2
Electronic City Phase II,1320.0,2.0,38.12,3
Hulimavu,1058.0,2.0,48.00000000000001,2
Bellandur,1220.0,2.0,59.999999999999986,2
Sarjapur,925.0,2.0,24.999999999999996,2
Old Madras Road,1200.0,2.0,72.0,2
Kengeri,1160.0,2.0,40.60000000000001,3
other,1411.0,3.0,91.71999999999996,3
Bannerghatta Road,1550.0,3.0,78.0,3
Haralur Road,2475.0,4.0,129.99999999999997,3
Kaggadasapura,1063.0,2.0,42.00000000000001,2
Kanakpura Road,1077.0,2.0,37.699999999999996,2
other,1200.0,3.0,43.99999999999999,2
Hosakerehalli,1500.0,3.0,70.00000000000003,4
Jalahalli,1045.0,2.0,76.77000000000002,2
Kanakapura,1290.0,2.0,45.150000000000006,3
Hoodi,1400.0,2.0,78.0,2
Begur Road,1600.0,3.0,58.14000000000001,3
Nagavara,1545.0,2.0,57.999999999999986,3
Sarjapur  Road,1680.0,3.0,111.99999999999996,3
other,1350.0,2.0,67.5,2
Gottigere,950.0,2.0,37.99999999999999,2
Thanisandra,1050.0,2.0,44.99999999999999,2
Banashankari Stage V,1305.0,2.0,48.99999999999999,3
other,1100.0,3.0,78.0,3
Begur Road,1634.0,3.0,83.32999999999998,3
Prithvi Layout,1352.0,2.0,85.00000000000001,2
Balagere,1145.0,2.0,64.99999999999999,2
other,1240.0,2.0,43.790000000000006,2
Bommasandra Industrial Area,1020.0,2.0,38.99999999999999,2
Raja Rajeshwari Nagar,1168.0,2.0,61.00000000000001,2
Electronic City Phase II,1205.0,2.0,74.99999999999997,2
Yeshwanthpur,1195.0,2.0,100.00000000000004,2
CV Raman Nagar,1028.0,2.0,48.99999999999999,2
other,1175.0,2.0,48.27000000000001,2
Pai Layout,1550.0,2.0,90.0,3
Yeshwanthpur,1826.0,3.0,164.99999999999994,3
Hoodi,2400.0,5.0,159.99999999999994,5
Yelahanka,1603.0,3.0,95.99999999999999,3
Marathahalli,1350.0,3.0,72.0,3
KR Puram,714.0,1.0,27.999999999999996,1
Whitefield,1215.0,2.0,64.99999999999999,2
Malleshpalya,1405.0,2.0,77.00000000000001,3
KR Puram,1142.0,2.0,51.0,2
Whitefield,1870.0,3.0,90.0,3
Subramanyapura,1313.0,2.0,72.99999999999999,2
other,1945.0,3.0,119.99999999999997,3
Thanisandra,1573.0,3.0,95.0,3
Sarjapur  Road,1255.0,2.0,92.00000000000001,2
Benson Town,1400.0,3.0,91.14999999999996,4
Kannamangala,1235.0,2.0,43.629999999999995,2
Sarjapur  Road,1380.0,2.0,52.00000000000001,3
Vittasandra,1238.0,2.0,66.99999999999997,2
other,1465.0,2.0,74.72000000000001,3
Thigalarapalya,1418.0,2.0,103.00000000000001,2
Anekal,351.0,1.0,15.999999999999998,1
Uttarahalli,1279.0,2.0,48.00000000000001,2
Uttarahalli,1845.0,2.0,68.27000000000001,3
other,1360.0,2.0,59.26999999999999,3
other,1150.0,2.0,74.99999999999997,3
Whitefield,1260.0,2.0,49.500000000000014,2
other,1200.0,3.0,74.00000000000003,3
Dasanapura,965.0,2.0,42.50000000000001,2
Hoodi,1350.0,2.0,48.00000000000001,3
Bhoganhalli,1447.0,2.0,75.97000000000001,2
other,1229.0,3.0,86.03000000000002,3
Kudlu,1027.0,2.0,43.0,2
Gottigere,1153.0,2.0,48.49999999999999,2
Malleshpalya,1065.0,2.0,49.99999999999999,2
other,1030.0,2.0,61.00000000000001,2
Mallasandra,1340.0,2.0,61.00000000000001,2
other,600.0,1.0,32.0,1
Begur Road,1410.0,2.0,44.42000000000001,3
Varthur,1055.0,2.0,45.35000000000001,2
Yelahanka,1304.0,2.0,79.0,2
Kammasandra,990.0,2.0,31.499999999999993,2
7th Phase JP Nagar,1035.0,2.0,39.33,2
Tumkur Road,700.0,1.0,30.089999999999993,1
Sonnenahalli,1120.0,2.0,43.0,2
Haralur Road,1300.0,2.0,72.99999999999999,2
Tumkur Road,1239.0,2.0,82.00000000000001,2
Sarjapur  Road,1403.0,3.0,51.629999999999995,3
Hosa Road,1365.0,2.0,92.00000000000001,2
Subramanyapura,1130.0,2.0,45.18999999999999,3
Green Glen Layout,1776.42,3.0,104.99999999999997,3
Haralur Road,1194.0,2.0,46.99999999999999,2
other,1107.0,2.0,33.0,2
other,1520.0,3.0,79.99999999999997,3
Kannamangala,1536.0,3.0,88.99999999999999,3
other,1050.0,2.0,37.99999999999999,2
Hoodi,1850.0,3.0,146.0,3
Billekahalli,1112.0,2.0,62.00000000000001,2
Marathahalli,1535.0,3.0,72.49999999999999,3
Kanakpura Road,1050.0,2.0,34.99999999999999,2
7th Phase JP Nagar,1250.0,3.0,64.99999999999999,3
Kalena Agrahara,1187.0,2.0,52.00000000000001,2
9th Phase JP Nagar,1164.0,2.0,56.00000000000002,2
Electronic City Phase II,1395.0,2.0,62.779999999999994,3
Arekere,2072.0,3.0,108.00000000000003,3
Kanakpura Road,1450.0,3.0,60.909999999999975,3
Bannerghatta Road,1550.0,3.0,82.00000000000001,3
other,1315.0,2.0,90.0,2
other,1210.0,2.0,72.0,2
Bisuvanahalli,1075.0,2.0,46.99999999999999,3
other,1215.0,3.0,42.2,3
Kaggadasapura,1470.0,2.0,74.99999999999997,3
Hosur Road,1590.0,2.0,125.00000000000004,3
Kanakpura Road,1050.0,2.0,36.75,2
Raja Rajeshwari Nagar,1306.0,2.0,55.909999999999975,2
other,1445.0,3.0,63.99999999999998,3
Sarjapur  Road,1220.0,3.0,57.999999999999986,3
Ramagondanahalli,1215.0,2.0,51.25999999999999,2
Budigere,1920.0,2.0,88.00000000000003,3
Dodda Nekkundi,1390.0,2.0,59.999999999999986,2
Hoodi,1196.0,2.0,71.74,2
Bannerghatta Road,1550.0,2.0,74.99999999999997,3
Thigalarapalya,1418.0,2.0,101.00000000000003,2
Varthur Road,1655.0,3.0,115.00000000000001,3
KR Puram,1115.0,2.0,33.45,2
other,1170.0,2.0,68.00000000000001,2
Anekal,1035.0,2.0,38.3,2
Singasandra,1306.0,2.0,57.999999999999986,3
Kengeri,750.0,2.0,22.000000000000004,2
Thanisandra,1917.0,3.0,122.00000000000003,3
Kaggadasapura,1615.0,3.0,57.999999999999986,3
Marathahalli,1071.0,2.0,52.25000000000001,2
Koramangala,1325.0,2.0,119.00000000000003,2
5th Phase JP Nagar,1400.0,2.0,88.00000000000003,3
Tumkur Road,1246.0,2.0,82.00000000000001,2
Sarjapur,1215.0,2.0,40.0,2
Munnekollal,1200.0,2.0,49.500000000000014,2
Kodigehaali,1200.0,2.0,59.999999999999986,2
Kaval Byrasandra,945.0,2.0,49.99999999999999,2
Hormavu,1175.0,2.0,52.00000000000001,2
Whitefield,920.0,2.0,62.99999999999999,2
other,1600.0,2.0,110.00000000000004,2
other,955.0,1.0,34.00999999999999,2
Ardendale,1750.0,3.0,100.00000000000004,3
Uttarahalli,1425.0,2.0,63.99999999999998,3
Whitefield,1165.0,2.0,40.49999999999999,2
Kaggadasapura,1050.0,2.0,48.00000000000001,2
other,1370.0,2.0,74.99999999999997,3
Electronic City,1374.0,2.0,72.0,3
Harlur,1754.0,3.0,124.00000000000003,3
Kothanur,1847.0,3.0,110.00000000000004,3
Ambedkar Nagar,1850.0,4.0,138.99999999999997,3
other,1187.0,2.0,44.99999999999999,2
Bommasandra Industrial Area,1400.0,2.0,40.44,3
Thanisandra,693.0,1.0,34.29999999999999,1
KR Puram,1021.0,2.0,48.00000000000001,2
Thigalarapalya,1165.0,2.0,95.0,2
Horamavu Agara,1756.0,3.0,92.00000000000001,3
Bharathi Nagar,1739.0,3.0,104.99999999999997,3
Varthur,1280.0,2.0,64.99999999999999,2
Marathahalli,1215.0,2.0,58.86000000000002,2
Munnekollal,950.0,2.0,46.49999999999999,2
Kengeri,1082.0,2.0,48.99999999999999,3
7th Phase JP Nagar,1050.0,2.0,42.00000000000001,2
Devanahalli,1080.0,2.0,53.34999999999999,2
Arekere,1100.0,2.0,55.000000000000014,2
Sarjapur  Road,1311.0,2.0,78.0,2
Raja Rajeshwari Nagar,1608.0,3.0,67.98000000000002,3
Begur Road,1160.0,2.0,36.0,2
Whitefield,1170.0,2.0,71.0,2
Kengeri,1155.0,2.0,40.60000000000001,2
Hebbal,1255.0,2.0,77.68,3
Rayasandra,1065.0,2.0,44.95000000000001,2
Neeladri Nagar,674.0,1.0,21.0,1
Ambedkar Nagar,1936.0,4.0,126.0,3
other,1100.0,2.0,38.45,2
Ramagondanahalli,2257.0,4.0,156.99999999999994,3
Nagarbhavi,1055.0,2.0,55.000000000000014,2
Raja Rajeshwari Nagar,1530.0,3.0,51.86999999999999,3
other,1700.0,3.0,97.0,3
Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
Rajiv Nagar,1263.0,2.0,93.31999999999998,2
KR Puram,1559.0,3.0,69.31500000000003,3
Kengeri Satellite Town,1043.0,2.0,64.99999999999999,2
Hennur,1255.0,2.0,53.5,2
JP Nagar,1352.5,2.0,93.86499999999995,2
Chandapura,590.0,1.0,13.569999999999997,1
Yelahanka,1550.0,3.0,119.99999999999997,3
Sarjapur  Road,1220.0,3.0,56.00000000000002,3
other,1900.0,3.0,159.99999999999994,3
other,1360.0,3.0,55.000000000000014,3
other,1100.0,2.0,74.99999999999997,2
8th Phase JP Nagar,1455.0,3.0,73.31000000000003,3
KR Puram,1035.0,2.0,40.49999999999999,2
Harlur,1152.0,2.0,69.00000000000001,2
Bellandur,1299.0,2.0,82.00000000000001,2
Sarjapur  Road,1157.0,2.0,74.99999999999997,3
Rachenahalli,1050.0,2.0,52.5,2
Pai Layout,1050.0,2.0,40.0,2
Vittasandra,1246.0,2.0,67.39999999999998,2
other,1929.0,3.0,115.00000000000001,3
Hennur,1285.0,2.0,59.999999999999986,2
Margondanahalli,1200.0,2.0,64.99999999999999,3
BTM 2nd Stage,1850.0,3.0,170.00000000000006,3
Sompura,1025.0,2.0,36.99999999999999,3
Malleshwaram,1124.0,3.0,79.99999999999997,2
Balagere,1012.0,2.0,54.59000000000001,2
8th Phase JP Nagar,871.0,2.0,55.000000000000014,2
other,1020.0,2.0,40.0,2
Rachenahalli,1550.0,3.0,73.49999999999997,3
Akshaya Nagar,1410.0,2.0,79.99999999999997,3
Whitefield,1118.0,2.0,74.99999999999997,2
Thanisandra,1098.0,2.0,68.00000000000001,2
Kanakapura,1130.0,2.0,45.20000000000001,2
Sarjapur  Road,1145.0,2.0,74.99999999999997,2
Kadugodi,950.0,3.0,79.99999999999997,3
other,1051.0,2.0,33.0,2
Marathahalli,1102.0,2.0,53.669999999999995,2
Jalahalli,1478.0,2.0,125.00000000000004,2
Chandapura,645.0,1.0,16.450000000000003,1
Hebbal,823.0,2.0,50.63,2
Abbigere,880.0,2.0,34.99999999999999,2
Budigere,1991.0,4.0,100.00000000000004,3
TC Palaya,1100.0,3.0,49.99999999999999,3
Gubbalala,1745.0,3.0,115.00000000000001,3
other,1100.0,2.0,70.00000000000003,2
5th Phase JP Nagar,1450.0,2.0,57.999999999999986,2
Sahakara Nagar,1150.0,2.0,54.00000000000001,2
Kanakpura Road,1843.0,3.0,95.83999999999999,3
Bommanahalli,1090.0,3.0,43.99999999999999,2
Kaggadasapura,1132.0,2.0,42.00000000000001,2
Hulimavu,1375.0,2.0,79.99999999999997,2
Thanisandra,760.0,1.0,50.29999999999999,1
Kaggadasapura,1180.0,2.0,64.99999999999999,2
Jigani,918.0,2.0,44.99999999999999,2
Margondanahalli,1200.0,1.0,53.00000000000001,2
HSR Layout,1372.0,2.0,61.00000000000001,2
Ardendale,1728.0,3.0,95.0,3
BTM 2nd Stage,1200.0,2.0,79.99999999999997,2
6th Phase JP Nagar,1280.0,2.0,56.00000000000002,2
other,1455.0,2.0,56.00000000000002,3
Rachenahalli,440.0,1.0,27.999999999999996,1
Kanakpura Road,1500.0,3.0,97.0,3
Whitefield,1800.0,3.0,110.00000000000004,3
Mysore Road,1525.0,3.0,95.99999999999999,3
Rachenahalli,1204.0,2.0,38.50000000000001,2
Old Madras Road,1225.0,2.0,53.550000000000004,2
Bannerghatta Road,1650.0,3.0,122.00000000000003,3
other,1200.0,2.0,55.000000000000014,2
9th Phase JP Nagar,1005.0,2.0,42.00000000000001,2
Whitefield,1562.0,3.0,103.00000000000001,3
Ramamurthy Nagar,1200.0,2.0,42.00000000000001,2
Kasavanhalli,1555.0,3.0,82.49999999999997,3
KR Puram,1550.0,2.0,71.0,2
Whitefield,1190.0,2.0,66.99999999999997,2
Chikkalasandra,1070.0,2.0,49.99999999999999,2
Sarjapur  Road,1800.0,2.0,28.784999999999997,2
Jalahalli East,1020.0,2.0,42.47999999999999,2
Yelahanka,1610.0,3.0,115.00000000000001,3
other,700.0,1.0,41.00000000000001,1
other,1300.0,2.0,48.99999999999999,3
Hebbal,1420.0,2.0,122.99999999999994,2
Hebbal,1069.0,3.0,65.39999999999999,3
Marathahalli,1900.0,3.0,122.99999999999994,3
Old Airport Road,1655.0,2.0,97.65000000000005,2
Uttarahalli,1155.0,2.0,40.419999999999995,2
Sarjapur  Road,1300.0,2.0,70.00000000000003,3
Electronic City,1100.0,2.0,44.99999999999999,2
Doddathoguru,1030.0,2.0,42.00000000000001,2
Vittasandra,2105.0,2.0,70.20000000000003,2
Bhoganhalli,1700.0,3.0,126.0,3
Jakkur,1760.0,3.0,138.99999999999997,3
other,1400.0,2.0,66.99999999999997,2
other,1200.0,2.0,53.00000000000001,2
Bannerghatta Road,912.0,2.0,55.000000000000014,2
Whitefield,1102.0,2.0,48.00000000000001,2
other,1535.0,3.0,55.000000000000014,3
Haralur Road,1243.0,2.0,46.0,2
Jigani,918.0,2.0,63.2,2
Begur Road,1500.0,2.0,70.00000000000003,3
Kasavanhalli,1476.0,3.0,88.99999999999999,3
Mysore Road,1200.0,2.0,64.99999999999999,2
Vijayanagar,606.0,1.0,34.779999999999994,1
other,1100.0,2.0,61.00000000000001,2
Garudachar Palya,1295.0,2.0,59.50000000000001,3
Neeladri Nagar,527.0,1.0,26.000000000000004,1
OMBR Layout,1300.0,2.0,79.99999999999997,2
other,1260.0,1.0,41.00000000000001,1
Koramangala,1140.0,2.0,75.2,2
other,1500.0,1.0,37.5,1
Whitefield,2321.0,4.0,127.99999999999997,3
Sarjapur  Road,1390.0,2.0,62.00000000000001,2
Sarjapur  Road,1725.0,3.0,90.0,3
Hennur Road,1186.0,2.0,62.99999999999999,3
Kanakpura Road,1230.0,2.0,85.00000000000001,2
other,600.0,1.0,17.0,1
Yeshwanthpur,1313.0,3.0,95.99999999999999,3
TC Palaya,900.0,2.0,55.000000000000014,2
Ambalipura,1250.0,2.0,66.24999999999997,2
Binny Pete,660.0,1.0,54.00000000000001,1
Old Madras Road,1100.0,2.0,70.00000000000003,2
Devanahalli,1950.0,2.0,46.800000000000004,2
Electronics City Phase 1,1015.0,2.0,56.00000000000002,2
Gottigere,812.0,1.0,26.000000000000004,1
other,1360.0,2.0,64.99999999999999,3
Nehru Nagar,2167.0,3.0,170.00000000000006,3
Raja Rajeshwari Nagar,1200.0,2.0,34.99999999999999,2
other,1165.0,2.0,74.99999999999997,2
BTM 2nd Stage,1274.0,2.0,70.00000000000003,2
Raja Rajeshwari Nagar,1151.0,2.0,39.02000000000001,2
Thubarahalli,1626.0,2.0,119.99999999999997,3
Banashankari Stage V,1035.0,2.0,35.77,2
other,1272.0,4.0,74.99999999999997,3
other,965.0,2.0,44.99999999999999,2
other,1600.0,5.0,139.99999999999994,5
Kothannur,1070.0,2.0,42.790000000000006,2
Raja Rajeshwari Nagar,1570.0,2.0,64.99999999999999,3
other,1276.0,2.0,37.99999999999999,2
other,780.0,2.0,24.999999999999996,2
other,1000.0,2.0,64.99999999999999,3
5th Phase JP Nagar,1700.0,2.0,100.00000000000004,3
Haralur Road,1850.0,3.0,110.00000000000004,3
Kereguddadahalli,904.0,2.0,30.000000000000004,2
other,1121.0,2.0,43.720000000000006,2
7th Phase JP Nagar,1385.0,2.0,58.17,3
Sahakara Nagar,1270.0,2.0,69.84999999999998,2
Kanakpura Road,1450.0,3.0,56.00000000000002,3
Mahadevpura,730.0,1.0,34.99999999999999,1
Raja Rajeshwari Nagar,1580.0,3.0,53.55999999999999,3
Thanisandra,1111.0,2.0,49.99999999999999,2
Varthur,977.0,2.0,36.0,2
other,674.0,1.0,19.900000000000002,2
Sarjapur,2540.0,4.0,115.00000000000001,4
Jakkur,1290.0,2.0,100.00000000000004,2
Abbigere,795.0,2.0,32.540000000000006,2
Kanakpura Road,700.0,1.0,34.99999999999999,2
other,1306.0,2.0,57.999999999999986,3
Bommenahalli,1670.0,3.0,135.00000000000003,4
Marsur,1200.0,3.0,90.0,3
Dodda Nekkundi,1804.0,3.0,121.00000000000003,3
Hoskote,1225.0,3.0,40.0,3
Thanisandra,1185.5,2.0,58.68000000000002,2
Bellandur,900.0,2.0,56.00000000000002,2
Binny Pete,1350.0,2.0,90.99999999999997,2
Kaggalipura,700.0,1.0,36.0,1
Mysore Road,1005.0,2.0,35.17499999999999,2
Poorna Pragna Layout,1160.0,2.0,46.39000000000001,2
Hennur Road,1680.0,3.0,99.26999999999997,3
LB Shastri Nagar,1043.0,2.0,55.000000000000014,2
Hebbal,1040.0,2.0,46.0,2
Tindlu,1357.0,2.0,64.99999999999999,3
other,1225.0,2.0,46.99999999999999,2
Yelachenahalli,1130.0,2.0,40.0,2
Basavangudi,2500.0,4.0,149.99999999999997,4
Sultan Palaya,1700.0,3.0,119.99999999999997,3
Doddathoguru,1549.0,3.0,64.99999999999999,3
Yeshwanthpur,1400.0,2.0,100.00000000000004,2
Dodda Nekkundi,1080.0,2.0,49.99999999999999,2
Ulsoor,1180.0,2.0,100.00000000000004,2
Domlur,1800.0,3.0,149.99999999999997,3
Haralur Road,1225.0,2.0,67.37999999999998,2
other,890.0,1.0,74.99999999999997,1
Abbigere,1005.0,2.0,39.589999999999996,2
Whitefield,1320.0,2.0,95.0,2
Anandapura,1475.0,2.0,49.99999999999999,4
Kudlu Gate,1707.0,2.0,99.74499999999996,3
other,1110.0,2.0,51.0,2
other,1300.0,2.0,54.00000000000001,2
Electronic City,1128.0,2.0,65.34999999999997,2
Jakkur,1452.19,2.0,100.00000000000004,2
Sanjay nagar,630.0,1.0,34.99999999999999,2
Hosa Road,1243.0,2.0,48.49999999999999,2
other,960.0,2.0,32.0,2
other,1690.0,3.0,100.00000000000004,3
Whitefield,735.0,2.0,34.99999999999999,2
Banaswadi,1365.0,2.0,72.99999999999999,2
Hebbal,1420.0,2.0,99.38999999999999,2
Somasundara Palya,1570.0,3.0,68.00000000000001,3
Bisuvanahalli,850.0,1.0,32.0,2
7th Phase JP Nagar,1575.0,2.0,110.00000000000004,3
Thigalarapalya,1418.0,2.0,103.99999999999999,2
Uttarahalli,1050.0,2.0,42.00000000000001,2
Hennur Road,1065.0,2.0,42.60000000000001,2
Ulsoor,1340.0,3.0,90.0,3
Yelahanka New Town,1610.0,3.0,92.00000000000001,3
Electronic City Phase II,1160.0,2.0,33.5,2
Kudlu,1092.0,2.0,43.99999999999999,2
Parappana Agrahara,1194.0,2.0,46.99999999999999,2
Yelahanka,1455.0,3.0,61.50000000000002,3
Abbigere,734.0,1.0,19.82,1
other,799.0,2.0,37.99999999999999,2
Whitefield,1896.0,3.0,74.99999999999997,3
Ardendale,1100.0,2.0,48.00000000000001,2
Bellandur,1350.0,2.0,79.0,2
other,1355.0,3.0,61.00000000000001,3
Electronic City,1128.0,2.0,64.99999999999999,2
other,1350.0,2.0,90.0,2
Kasavanhalli,1493.0,3.0,82.00000000000001,3
8th Phase JP Nagar,1098.0,2.0,43.910000000000004,2
Banashankari,1900.0,2.0,170.00000000000006,3
other,1460.0,3.0,88.00000000000003,3
Horamavu Banaswadi,1600.0,5.0,139.99999999999994,5
Varthur,1091.0,2.0,32.0,2
Yelahanka,1180.0,2.0,42.00000000000001,2
Kanakpura Road,1366.0,3.0,76.85,2
other,1685.0,3.0,95.0,3
Koramangala,1260.0,2.0,100.00000000000004,2
Whitefield,1346.0,2.0,96.16999999999999,2
Chandapura,630.0,1.0,13.860000000000001,1
Sarjapur  Road,1476.0,2.0,98.94,3
7th Phase JP Nagar,1850.0,3.0,139.99999999999994,3
Electronic City,755.0,1.0,34.00000000000001,2
Parappana Agrahara,1194.0,2.0,46.0,2
other,800.0,1.0,52.00000000000001,1
Vijayanagar,1352.0,2.0,68.00000000000001,2
Thanisandra,2002.0,3.0,111.99999999999996,3
Kaval Byrasandra,1060.0,2.0,44.99999999999999,2
Kanakpura Road,1419.59,2.0,59.000000000000014,3
Raja Rajeshwari Nagar,1196.0,2.0,51.150000000000006,2
Electronic City,1220.0,2.0,35.24,3
Electronics City Phase 1,1595.0,3.0,74.99999999999997,3
Banashankari,1260.0,2.0,74.99999999999997,2
Hebbal,1100.0,2.0,46.99999999999999,2
Frazer Town,1550.0,2.0,139.99999999999994,2
ISRO Layout,1180.0,2.0,52.00000000000001,2
Akshaya Nagar,1662.0,3.0,85.00000000000001,3
Hennur,1285.0,2.0,59.999999999999986,2
Ambedkar Nagar,1862.0,3.0,119.00000000000003,3
Raja Rajeshwari Nagar,1419.0,2.0,48.00000000000001,2
Whitefield,1410.0,3.0,43.71000000000001,3
Raja Rajeshwari Nagar,1560.0,2.0,62.4,3
Thanisandra,1634.0,3.0,78.0,3
Whitefield,1150.0,2.0,43.99999999999999,3
other,1100.0,2.0,53.00000000000001,2
Yelahanka,1616.0,3.0,64.99999999999999,3
Nagavarapalya,1392.0,2.0,98.99999999999999,2
Jakkur,1798.0,3.0,119.99999999999997,3
Babusapalaya,1675.0,3.0,74.99999999999997,3
other,792.0,2.0,70.00000000000003,2
other,2000.0,4.0,103.00000000000001,5
Hebbal,1700.0,3.0,124.00000000000003,3
Hulimavu,1248.0,2.0,69.00000000000001,2
other,1147.0,2.0,54.00000000000001,2
Sultan Palaya,1100.0,2.0,40.0,2
Vijayanagar,1527.0,3.0,115.00000000000001,3
Kanakpura Road,525.0,1.0,24.999999999999996,1
Kaggadasapura,1100.0,2.0,57.999999999999986,2
Seegehalli,1118.0,2.0,37.5,2
Kanakapura,1476.0,3.0,74.99999999999997,3
other,2100.0,3.0,74.99999999999997,3
other,1215.0,2.0,46.49999999999999,3
Ambalipura,1332.0,2.0,79.0,2
Hennur Road,1350.0,2.0,48.99999999999999,2
Haralur Road,1243.0,2.0,46.0,2
NGR Layout,1105.0,2.0,49.73,2
Kasavanhalli,1200.0,2.0,49.99999999999999,2
Ramagondanahalli,1251.0,2.0,47.400000000000006,2
Kambipura,883.0,2.0,44.99999999999999,2
Pai Layout,1400.0,2.0,66.99999999999997,3
Hegde Nagar,1703.0,3.0,113.00000000000003,3
NRI Layout,2500.0,5.0,129.99999999999997,5
Varthur,1250.0,3.0,71.0,3
Jigani,933.0,2.0,43.0,2
other,461.82,1.0,31.699999999999996,1
Brookefield,1262.0,2.0,74.99999999999997,2
Yelahanka,915.0,2.0,48.00000000000001,2
Panathur,1370.0,2.0,61.50000000000002,3
Malleshpalya,1210.0,2.0,55.000000000000014,2
other,1500.0,2.0,85.00000000000001,3
other,1065.0,2.0,49.99999999999999,2
Ramamurthy Nagar,1515.0,3.0,64.99999999999999,3
Sarjapura - Attibele Road,1800.0,4.0,110.00000000000004,4
Thanisandra,1445.0,2.0,40.309999999999995,3
Uttarahalli,1300.0,2.0,55.000000000000014,3
Vijayanagar,989.0,2.0,59.999999999999986,2
Jakkur,1300.0,2.0,85.00000000000001,2
Chandapura,1185.0,2.0,30.219999999999995,3
Marathahalli,1045.0,2.0,59.999999999999986,2
other,1205.0,2.0,42.18000000000001,2
other,1260.0,2.0,74.99999999999997,2
Ulsoor,1500.0,2.0,125.00000000000004,3
Bommanahalli,1250.0,2.0,42.50000000000001,3
other,1199.0,2.0,49.99999999999999,2
Hennur Road,1385.0,2.0,83.08999999999999,2
Lakshminarayana Pura,1149.0,2.0,74.99999999999997,2
Sarjapur  Road,2180.0,3.0,170.00000000000006,3
Hulimavu,1818.0,3.0,135.00000000000003,3
other,1070.0,2.0,33.0,2
Nagarbhavi,1350.0,2.0,54.599999999999994,3
Chandapura,630.0,1.0,27.0,2
Hoodi,1430.0,2.0,113.00000000000003,2
Sarjapur  Road,1084.0,2.0,55.000000000000014,2
Hennur Road,1186.0,2.0,56.00000000000002,3
Kengeri,1255.0,2.0,49.99999999999999,2
Hosa Road,1541.0,3.0,69.84000000000003,3
Raja Rajeshwari Nagar,1295.0,2.0,70.00000000000003,2
7th Phase JP Nagar,1370.0,2.0,54.78999999999998,3
Electronic City,1100.0,2.0,40.0,2
7th Phase JP Nagar,1370.0,2.0,54.78999999999998,3
JP Nagar,1200.0,2.0,62.00000000000001,2
Gunjur,2000.0,3.0,95.0,4
Sarjapur  Road,1220.0,3.0,62.00000000000001,3
other,1950.0,3.0,129.99999999999997,3
Somasundara Palya,1178.0,2.0,72.99999999999999,2
Dasanapura,1286.0,3.0,61.44,3
Begur Road,1160.0,2.0,42.00000000000001,2
Jigani,918.0,2.0,55.000000000000014,2
Electronic City,1563.0,3.0,91.84000000000003,3
other,1326.0,2.0,62.16999999999998,2
Begur Road,1240.0,2.0,39.06,2
Kaggadasapura,1325.0,2.0,49.99999999999999,2
Sonnenahalli,1100.0,2.0,43.99999999999999,2
Gollarapalya Hosahalli,1605.0,3.0,49.99999999999999,3
Somasundara Palya,1260.0,2.0,59.999999999999986,2
Hoodi,1553.0,3.0,83.08999999999999,3
Whitefield,1280.0,2.0,52.00000000000001,2
Hebbal,1550.0,2.0,74.99999999999997,3
Arekere,1445.0,2.0,125.00000000000004,3
Murugeshpalya,1550.0,3.0,74.00000000000003,3
Electronics City Phase 1,1515.0,2.0,80.91,3
Hosa Road,1332.0,2.0,86.12000000000002,3
Electronic City,1652.0,3.0,70.00000000000003,3
Hegde Nagar,1570.0,3.0,104.99999999999997,3
Sector 2 HSR Layout,794.0,1.0,59.999999999999986,1
Seegehalli,1200.0,2.0,62.00000000000001,3
Sarjapur  Road,1750.0,3.0,110.00000000000004,3
